label,fc_f_min_mean,fc_f_min_std,fc_t_min_mean,fc_t_min_std,altitude_mean,cmd_joint1_pitch,meas_joint1_pitch,cmd_joint1_yaw,meas_joint1_yaw,cmd_joint2_pitch,meas_joint2_pitch,cmd_joint2_yaw,meas_joint2_yaw,cmd_joint3_pitch,meas_joint3_pitch,cmd_joint3_yaw,meas_joint3_yaw
grid_0073,0.029969239847731068,0.5521298693643476,0.08010797097338646,0.07148076317667908,1.0063048149311151,-0.6,-0.5958621823968464,0.0,0.0011682439448694737,-0.2,-0.1915122971317622,1.5707963267948966,1.5709268585763843,0.19999999999999996,0.19474684046111523,0.5235987755982988,0.5264445116063605
grid_0074,0.31883159577277853,0.4079846171654916,0.06218865705736888,0.09292501278937082,1.0052314807350808,-0.6,-0.5949676376217292,0.0,0.00011115382375948002,-0.2,-0.18475996041931442,1.5707963267948966,1.5708095457424642,0.19999999999999996,0.1984685031102167,1.0471975511965976,1.0512664304101378
grid_0075,0.06893070530393845,0.6147183497420065,0.009607770915289974,0.018242162725407907,0.9927046639580563,-0.6,-0.5945132983412913,0.0,0.0012669471908228758,-0.2,-0.17841061940726632,1.5707963267948966,1.5708262148531764,0.19999999999999996,0.20114443745131272,1.5707963267948966,1.5708350695181545
grid_0076,0.6236947877536202,0.22554756445451057,0.04747373971532278,0.07076339022757965,0.9990248754945306,-0.6,-0.594079399578753,0.0,0.0011986353338455658,-0.2,-0.1825541960532835,1.5707963267948966,1.5709134218554937,0.6,0.6004613472285083,1.5707963267948966,1.5708956744185656
grid_0077,0.3804392620481709,0.32494260686238446,0.0460026817400095,0.05031491525353142,1.0105647183945339,-0.6,-0.5947864282109245,0.0,0.001843394137148735,-0.2,-0.1834878214187583,1.5707963267948966,1.5709530313740387,0.6,0.5982002137077584,1.0471975511965976,1.0586012020606876
grid_0078,0.2599133403332258,0.35849315391030406,0.11085747618235622,0.16899946210571962,1.011749695186039,-0.6,-0.5956142289511188,0.0,0.0020714982074592214,-0.2,-0.1908956915537825,1.5707963267948966,1.5709488262920122,0.6,0.5952504871868616,0.5235987755982988,0.5289762803979183
grid_0079,0.5249118028900901,0.27882204129824567,0.29750379107564556,0.240328733391785,1.0045379000258674,-0.6,-0.5972509714594008,0.0,0.0007596005995749167,-0.2,-0.19779862517466817,1.5707963267948966,1.5709387865033744,0.6,0.596274965373035,0.0,-0.0005991111267036331
grid_0080,0.9270857786218578,0.8785954381592144,0.2635473638656676,0.24678732405136652,0.9991570722835267,-0.6,-0.5977189578144895,0.0,0.0019234827617866657,-0.2,-0.1976273830624704,1.0471975511965976,1.0510213610134862,0.6,0.5921366854480379,0.0,-0.0015895641567871266
grid_0081,0.4498089114181198,0.392133949132461,0.15366994812450524,0.18492868947306207,0.9995849768338518,-0.6,-0.5951666845423098,0.0,0.0002510794764472024,-0.2,-0.19249382669078408,1.0471975511965976,1.0474081179602983,0.6,0.5968135003696586,0.5235987755982988,0.5254993977414077
grid_0082,0.03133974988602102,0.47415333220167716,0.1293477738326621,0.14347917182350378,0.9980784132798005,-0.6,-0.5949021916747608,0.0,0.0017856716055977273,-0.2,-0.188971191004371,1.0471975511965976,1.0521094160723052,0.6,0.5990352715350777,1.0471975511965976,1.0521559662538609
grid_0083,-0.0016548270135806954,0.2770744875476467,0.21855265695739678,0.1618526370566802,0.9986885158944412,-0.6,-0.5935318703193948,0.0,0.002492855298733332,-0.2,-0.18063744673667514,1.0471975511965976,1.0511210561901105,0.6,0.601720265127252,1.5707963267948966,1.5708131183689273
grid_0084,0.3370823654602201,0.48844564993314293,0.09008756394969664,0.1176082710215106,1.0027004227507188,-0.6,-0.5946558912384701,0.0,0.002168026052934202,-0.2,-0.18316926822487023,1.0471975511965976,1.0502399270281622,0.19999999999999996,0.20230979474318822,1.5707963267948966,1.5708230662499547
grid_0085,0.4622260270613435,0.5252843979129793,0.10152564955860062,0.12209107461376,1.0024925194216436,-0.6,-0.5956634122427733,0.0,0.0023932056149700287,-0.2,-0.18625323274120564,1.0471975511965976,1.0523434076847549,0.19999999999999996,0.1989461804608057,1.0471975511965976,1.049045015241532
